Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,has_high_pay_lang,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
Ukraine,7.0,,1,Mobile,,1,4.0,Software Development,0.0,0.0,,10.491301994830229,1,5.0,2.0,,49.0,16.0,0.5,0.0
Germany,16.0,,1,Other,3.0,2,11.0,Software Development,2.0,0.0,3.0,11.373801319159593,1,3.0,,,256.0,121.0,0.6470588235294118,0.0
Poland,15.0,,1,Full-stack,2.0,1,15.0,Manufacturing,2.0,0.0,4.0,11.229514259369093,0,4.0,2.0,1.0,225.0,225.0,0.9375,7.0
United States of America,30.0,,1,Full-stack,,2,19.0,Software Development,2.0,0.0,15.0,12.524530013005734,1,10.0,6.0,10.0,900.0,361.0,0.6129032258064516,26.0
United States of America,30.0,5.0,1,Back-end,2.0,2,27.0,Software Development,3.0,0.0,10.0,12.206077645517674,0,5.0,5.0,9.0,900.0,729.0,0.8709677419354839,19.0
Sweden,8.0,,1,Other,1.0,0,4.0,Higher Education,1.0,0.0,1.0,10.643756840164809,0,2.0,1.0,3.0,64.0,16.0,0.4444444444444444,6.0
Poland,13.0,5.0,1,Embedded/Hardware,4.0,1,6.0,Other,1.0,0.0,1.0,11.038463913940163,0,2.0,,,169.0,36.0,0.42857142857142855,0.0
Other,20.0,,1,Embedded/Hardware,,2,15.0,Software Development,3.0,0.0,3.0,10.275223507900165,1,9.0,,,400.0,225.0,0.7142857142857143,0.0
Brazil,20.0,5.0,1,Back-end,3.0,2,20.0,Software Development,2.0,0.0,10.0,11.49273296168228,1,3.0,3.0,5.0,400.0,400.0,0.9523809523809523,11.0
Germany,13.0,5.0,1,Full-stack,1.0,1,8.0,Software Development,1.0,0.0,,11.318988712203959,1,8.0,2.0,9.0,169.0,64.0,0.5714285714285714,19.0
United States of America,50.0,5.0,1,Embedded/Hardware,2.0,2,39.0,Manufacturing,4.0,1.0,8.0,11.813037464800539,0,6.0,,4.0,2500.0,1521.0,0.7647058823529411,0.0
Italy,15.0,5.0,1,Management,2.0,0,7.0,Software Development,1.0,1.0,15.0,10.968336211051428,0,11.0,6.0,7.0,225.0,49.0,0.4375,24.0
United States of America,10.0,5.0,1,Back-end,2.0,0,3.0,Other:,1.0,0.0,8.0,11.289794413577894,0,5.0,1.0,4.0,100.0,9.0,0.2727272727272727,10.0
Germany,100.0,,1,Other,,2,100.0,Software Development,0.0,0.0,6.0,12.725842153257469,1,5.0,,1.0,10000.0,10000.0,0.9900990099009901,0.0
Canada,52.0,,1,Other,1.0,2,45.0,Software Development,5.0,,3.0,11.035147695250439,0,6.0,,4.0,2704.0,2025.0,0.8490566037735849,0.0
Germany,12.0,,1,Other,,1,3.0,Higher Education,1.0,0.0,,10.906469610188987,1,6.0,,4.0,144.0,9.0,0.23076923076923078,0.0
Other,15.0,5.0,1,Mobile,,0,4.0,Software Development,1.0,0.0,8.0,11.151151830486489,0,4.0,3.0,7.0,225.0,16.0,0.25,14.0
United States of America,26.0,,1,Management,6.0,1,19.0,Healthcare,2.0,1.0,5.0,12.899222326086994,0,5.0,2.0,10.0,676.0,361.0,0.7037037037037037,17.0
Belgium,14.0,5.0,1,Full-stack,1.0,1,14.0,Software Development,2.0,0.0,7.0,11.413016727990648,1,8.0,3.0,1.0,196.0,196.0,0.9333333333333333,12.0
Germany,16.0,5.0,1,Full-stack,1.0,2,6.0,Software Development,1.0,0.0,6.0,11.063649525214753,1,6.0,5.0,7.0,256.0,36.0,0.35294117647058826,18.0
Poland,25.0,5.0,1,Back-end,,1,18.0,"Internet, Telecomm or Information Services",2.0,,10.0,11.549286323403795,0,4.0,3.0,6.0,625.0,324.0,0.6923076923076923,13.0
United States of America,32.0,5.0,1,Devops/Cloud,6.0,1,20.0,Government,3.0,0.0,10.0,11.652696102959753,0,4.0,2.0,6.0,1024.0,400.0,0.6060606060606061,12.0
United Kingdom of Great Britain and Northern Ireland,14.0,,1,Full-stack,3.0,2,16.0,Software Development,2.0,1.0,10.0,11.49295742399396,0,6.0,2.0,8.0,196.0,256.0,1.0666666666666667,16.0
United Kingdom of Great Britain and Northern Ireland,25.0,5.0,1,Back-end,,2,15.0,Manufacturing,2.0,0.0,7.0,11.375179489168247,0,6.0,5.0,9.0,625.0,225.0,0.5769230769230769,20.0
Other,8.0,5.0,1,Full-stack,,2,7.0,Other,2.0,0.0,2.0,11.147656555612986,1,7.0,5.0,10.0,64.0,49.0,0.7777777777777778,22.0
Israel,8.0,,1,Devops/Cloud,,1,7.0,Software Development,1.0,0.0,15.0,12.05567989583024,0,3.0,4.0,9.0,64.0,49.0,0.7777777777777778,16.0
Brazil,15.0,5.0,1,Other,,2,15.0,Healthcare,2.0,0.0,4.0,10.606906794366678,0,8.0,6.0,8.0,225.0,225.0,0.9375,22.0
Other,15.0,,1,Other,1.0,0,5.0,Manufacturing,1.0,,1.0,10.20765794249271,0,6.0,,7.0,225.0,25.0,0.3125,0.0
France,20.0,5.0,1,Back-end,4.0,1,16.0,Retail and Consumer Services,2.0,0.0,10.0,11.373801319159593,1,4.0,4.0,10.0,400.0,256.0,0.7619047619047619,18.0
Germany,7.0,,1,Other,5.0,1,5.0,Other:,2.0,0.0,8.0,10.639837890396722,1,6.0,1.0,,49.0,25.0,0.625,0.0
Switzerland,9.0,,1,Data/ML,,1,6.0,Software Development,1.0,0.0,10.0,12.133448187809172,0,6.0,7.0,9.0,81.0,36.0,0.6,22.0
United States of America,30.0,,1,Full-stack,1.0,2,27.0,Software Development,3.0,0.0,50.0,11.982935344196433,1,8.0,6.0,16.0,900.0,729.0,0.8709677419354839,30.0
Czech Republic,30.0,,1,Back-end,3.0,1,13.0,"Internet, Telecomm or Information Services",2.0,0.0,,10.488520429241627,1,6.0,3.0,8.0,900.0,169.0,0.41935483870967744,17.0
United Kingdom of Great Britain and Northern Ireland,10.0,5.0,1,Mobile,2.0,2,19.0,Software Development,2.0,0.0,,11.770161216452207,1,8.0,3.0,4.0,100.0,361.0,1.7272727272727273,15.0
Other,24.0,,1,Other,,1,15.0,Software Development,1.0,,20.0,11.843803511820838,1,11.0,8.0,21.0,576.0,225.0,0.6,40.0
Belgium,30.0,,1,Full-stack,,1,29.0,Manufacturing,3.0,,,11.063649525214753,0,5.0,1.0,4.0,900.0,841.0,0.9354838709677419,10.0
India,8.0,,1,Mobile,2.0,2,9.0,Software Development,1.0,0.0,7.0,11.150663514162712,0,,,,64.0,81.0,1.0,0.0
France,20.0,5.0,1,Full-stack,3.0,2,17.0,Other,2.0,0.0,5.0,10.862991018833101,0,7.0,5.0,10.0,400.0,289.0,0.8095238095238095,22.0
Netherlands,24.0,,1,Full-stack,1.0,2,24.0,"Internet, Telecomm or Information Services",2.0,0.0,,11.756788869858779,0,7.0,2.0,3.0,576.0,576.0,0.96,12.0
Other,16.0,,1,Devops/Cloud,,1,10.0,Other,1.0,,2.0,10.718763866329137,1,7.0,4.0,20.0,256.0,100.0,0.5882352941176471,31.0
Other,18.0,,1,Management,3.0,1,13.0,Software Development,1.0,0.0,,11.843803511820838,1,6.0,2.0,,324.0,169.0,0.6842105263157895,0.0
United States of America,12.0,5.0,1,Back-end,,1,11.0,Banking/Financial Services,1.0,,10.0,12.245298166364206,1,9.0,4.0,7.0,144.0,121.0,0.8461538461538461,20.0
France,25.0,,1,Full-stack,2.0,1,20.0,Software Development,2.0,1.0,15.0,11.71026698852057,0,6.0,5.0,10.0,625.0,400.0,0.7692307692307693,21.0
Canada,30.0,,1,Other,,1,30.0,Higher Education,3.0,,5.0,10.974523073434003,0,6.0,4.0,4.0,900.0,900.0,0.967741935483871,14.0
Brazil,20.0,,1,Full-stack,1.0,2,17.0,Software Development,1.0,0.0,10.0,12.050096968074008,0,6.0,8.0,10.0,400.0,289.0,0.8095238095238095,24.0
Germany,2.0,,1,Full-stack,2.0,1,2.0,Software Development,0.0,0.0,5.0,9.358932776026009,0,3.0,1.0,1.0,4.0,4.0,0.6666666666666666,5.0
Ukraine,9.0,,1,Back-end,3.0,2,7.0,Software Development,1.0,0.0,4.0,11.184435286790631,0,1.0,2.0,4.0,81.0,49.0,0.7,7.0
Italy,13.0,,1,Other,2.0,2,8.0,Software Development,1.0,0.0,10.0,11.373801319159593,0,6.0,1.0,1.0,169.0,64.0,0.5714285714285714,8.0
Poland,25.0,,1,Back-end,4.0,1,20.0,Retail and Consumer Services,2.0,0.0,,10.90744111582406,1,2.0,,,625.0,400.0,0.7692307692307693,0.0
Israel,31.0,,1,Management,4.0,1,31.0,Healthcare,3.0,1.0,20.0,12.591821322627151,0,1.0,1.0,4.0,961.0,961.0,0.96875,6.0
Other,20.0,,1,Other,2.0,0,15.0,Manufacturing,2.0,0.0,2.0,9.231024963169016,0,7.0,4.0,4.0,400.0,225.0,0.7142857142857143,15.0
Canada,20.0,5.0,1,Full-stack,3.0,1,15.0,Manufacturing,3.0,1.0,6.0,12.07254696717504,0,6.0,7.0,7.0,400.0,225.0,0.7142857142857143,20.0
France,12.0,,1,Front-end,,1,7.0,Retail and Consumer Services,1.0,,3.0,11.304805984955106,0,2.0,,,144.0,49.0,0.5384615384615384,0.0
Netherlands,12.0,5.0,1,Full-stack,2.0,0,5.0,Software Development,1.0,0.0,,11.007568195796024,0,6.0,3.0,3.0,144.0,25.0,0.38461538461538464,12.0
France,14.0,,1,Mobile,,1,10.0,Software Development,1.0,,,11.304805984955106,1,4.0,,6.0,196.0,100.0,0.6666666666666666,0.0
United States of America,14.0,,1,Full-stack,1.0,1,10.0,Fintech,1.0,0.0,12.0,11.289794413577894,0,5.0,2.0,2.0,196.0,100.0,0.6666666666666666,9.0
United Kingdom of Great Britain and Northern Ireland,20.0,,1,Management,1.0,1,10.0,Software Development,1.0,0.0,,11.464785089642293,0,4.0,,5.0,400.0,100.0,0.47619047619047616,0.0
Germany,12.0,,1,Front-end,2.0,2,9.0,Other,1.0,0.0,10.0,11.438341995170033,0,3.0,1.0,8.0,144.0,81.0,0.6923076923076923,12.0
United States of America,11.0,,1,Full-stack,2.0,2,11.0,Software Development,1.0,0.0,5.0,12.206077645517674,0,7.0,1.0,2.0,121.0,121.0,0.9166666666666666,10.0
United Kingdom of Great Britain and Northern Ireland,25.0,,1,Front-end,,1,25.0,"Internet, Telecomm or Information Services",3.0,,3.0,10.61749072697545,0,5.0,1.0,5.0,625.0,625.0,0.9615384615384616,11.0
Belgium,22.0,5.0,1,Other,3.0,1,19.0,Software Development,2.0,0.0,10.0,11.150663514162712,0,8.0,4.0,8.0,484.0,361.0,0.8260869565217391,20.0
Other,17.0,5.0,1,Back-end,5.0,2,12.0,Fintech,2.0,0.0,4.0,12.002112657382462,1,6.0,5.0,8.0,289.0,144.0,0.6666666666666666,19.0
Poland,5.0,,1,Back-end,2.0,2,3.0,Other,1.0,0.0,10.0,10.514393777712163,0,4.0,3.0,5.0,25.0,9.0,0.5,12.0
Denmark,20.0,,1,Management,3.0,2,26.0,Software Development,2.0,,15.0,12.049851490414165,0,9.0,6.0,10.0,400.0,676.0,1.2380952380952381,25.0
United Kingdom of Great Britain and Northern Ireland,20.0,,1,Full-stack,5.0,1,12.0,Healthcare,3.0,0.0,5.0,11.49295742399396,0,5.0,3.0,7.0,400.0,144.0,0.5714285714285714,15.0
Czech Republic,3.0,,1,Full-stack,2.0,1,2.0,Software Development,0.0,0.0,8.0,9.732165281200542,0,6.0,3.0,5.0,9.0,4.0,0.5,14.0
United States of America,40.0,5.0,1,Devops/Cloud,4.0,2,30.0,Software Development,3.0,0.0,,12.230770136157428,1,14.0,5.0,19.0,1600.0,900.0,0.7317073170731707,38.0
Ukraine,20.0,,1,Full-stack,3.0,2,20.0,Other:,2.0,0.0,5.0,10.084433163150152,0,7.0,6.0,5.0,400.0,400.0,0.9523809523809523,18.0
United Kingdom of Great Britain and Northern Ireland,25.0,,1,Full-stack,2.0,2,18.0,Software Development,2.0,1.0,5.0,12.068315192822595,0,4.0,2.0,10.0,625.0,324.0,0.6923076923076923,16.0
Netherlands,24.0,5.0,1,Devops/Cloud,4.0,1,14.0,Banking/Financial Services,2.0,0.0,6.0,11.983560145061489,1,5.0,4.0,15.0,576.0,196.0,0.56,24.0
United States of America,16.0,5.0,1,Full-stack,1.0,2,12.0,Software Development,1.0,0.0,4.0,11.775297421715827,0,6.0,2.0,4.0,256.0,144.0,0.7058823529411765,12.0
France,15.0,5.0,1,Full-stack,1.0,1,6.0,Software Development,1.0,0.0,6.0,10.693920233396923,0,3.0,1.0,,225.0,36.0,0.375,0.0
Other,30.0,,1,Full-stack,,1,25.0,"Internet, Telecomm or Information Services",3.0,,5.0,11.792509839384392,0,5.0,4.0,,900.0,625.0,0.8064516129032258,0.0
Other,20.0,5.0,1,Other,1.0,1,18.0,Healthcare,2.0,0.0,2.0,10.33237617558788,1,7.0,1.0,5.0,400.0,324.0,0.8571428571428571,13.0
United Kingdom of Great Britain and Northern Ireland,45.0,,1,Full-stack,,1,35.0,Other,3.0,0.0,1.0,11.49295742399396,0,2.0,2.0,5.0,2025.0,1225.0,0.7608695652173914,9.0
Canada,22.0,,1,Other,3.0,1,12.0,Other,1.0,0.0,30.0,10.882959635008408,0,4.0,1.0,7.0,484.0,144.0,0.5217391304347826,12.0
Denmark,10.0,,1,Back-end,2.0,1,5.0,Other:,1.0,0.0,,11.849176248501086,0,,,,100.0,25.0,0.45454545454545453,0.0
United States of America,30.0,5.0,1,Other,1.0,2,18.0,Software Development,2.0,0.0,7.0,12.04355959836804,0,6.0,6.0,11.0,900.0,324.0,0.5806451612903226,23.0
Canada,17.0,,1,Full-stack,2.0,1,15.0,Government,2.0,0.0,5.0,11.22721478138719,0,2.0,1.0,,289.0,225.0,0.8333333333333334,0.0
Germany,7.0,,1,Management,5.0,1,13.0,"Internet, Telecomm or Information Services",2.0,1.0,,11.578095036953325,0,3.0,,1.0,49.0,169.0,1.625,0.0
United States of America,9.0,,1,Full-stack,1.0,2,22.0,Software Development,2.0,0.0,1.0,11.39640288460621,0,4.0,2.0,3.0,81.0,484.0,2.2,9.0
United States of America,10.0,5.0,1,Full-stack,4.0,1,,Software Development,0.0,0.0,2.0,11.225256725762893,1,15.0,2.0,7.0,100.0,,,24.0
Poland,26.0,,1,Other,1.0,1,19.0,Other:,2.0,0.0,5.0,11.089759619047705,0,7.0,1.0,2.0,676.0,361.0,0.7037037037037037,10.0
Portugal,28.0,,1,Management,2.0,2,14.0,Software Development,2.0,1.0,,11.843803511820838,0,8.0,6.0,5.0,784.0,196.0,0.4827586206896552,19.0
Czech Republic,20.0,,1,Back-end,5.0,2,11.0,Fintech,2.0,0.0,5.0,11.260584795998719,0,4.0,2.0,4.0,400.0,121.0,0.5238095238095238,10.0
United States of America,11.0,5.0,1,Full-stack,5.0,2,6.0,Fintech,1.0,0.0,5.0,11.918397239722838,1,4.0,4.0,10.0,121.0,36.0,0.5,18.0
Netherlands,15.0,5.0,1,Full-stack,,1,11.0,Fintech,1.0,0.0,4.0,12.066942753369188,1,5.0,3.0,9.0,225.0,121.0,0.6875,17.0
Netherlands,16.0,,1,Full-stack,,1,8.0,Software Development,1.0,,10.0,10.639837890396722,0,5.0,3.0,9.0,256.0,64.0,0.47058823529411764,17.0
Other,15.0,,1,Front-end,6.0,1,10.0,Software Development,2.0,0.0,10.0,12.066942753369188,0,4.0,,,225.0,100.0,0.625,0.0
Belgium,7.0,5.0,1,Full-stack,1.0,1,4.0,Other:,1.0,0.0,2.0,10.83137083044609,0,4.0,2.0,1.0,49.0,16.0,0.5,7.0
India,16.0,5.0,1,Other,,2,12.0,Software Development,1.0,0.0,2.0,11.702636320196037,0,3.0,,,256.0,144.0,0.7058823529411765,0.0
Netherlands,35.0,,1,Full-stack,,1,25.0,Software Development,2.0,,5.0,11.373801319159593,0,5.0,2.0,5.0,1225.0,625.0,0.6944444444444444,12.0
Poland,10.0,,1,Back-end,3.0,2,7.0,Other:,1.0,0.0,3.0,11.377437874523483,1,6.0,2.0,5.0,100.0,49.0,0.6363636363636364,13.0
Other,26.0,5.0,1,Other,,1,26.0,Banking/Financial Services,3.0,0.0,150.0,11.738928922850306,1,12.0,7.0,19.0,676.0,676.0,0.9629629629629629,38.0
United States of America,18.0,5.0,1,Back-end,3.0,1,14.0,Software Development,2.0,0.0,10.0,11.91170829631447,0,7.0,3.0,6.0,324.0,196.0,0.7368421052631579,16.0
Austria,17.0,5.0,1,Devops/Cloud,3.0,2,9.0,"Internet, Telecomm or Information Services",1.0,0.0,10.0,11.275822431886601,0,8.0,6.0,16.0,289.0,81.0,0.5,30.0
United States of America,32.0,,1,Other,5.0,2,27.0,Other,2.0,0.0,13.0,12.388398368982115,1,18.0,7.0,14.0,1024.0,729.0,0.8181818181818182,39.0
Germany,41.0,5.0,1,Other,,1,35.0,Software Development,4.0,0.0,4.0,11.438341995170033,1,10.0,1.0,11.0,1681.0,1225.0,0.8333333333333334,22.0
Belgium,7.0,5.0,1,Other,6.0,1,3.0,Higher Education,1.0,0.0,18.0,10.862991018833101,0,5.0,2.0,4.0,49.0,9.0,0.375,11.0
United States of America,31.0,,1,Management,,1,26.0,Other:,3.0,1.0,12.0,12.487488878546145,1,11.0,7.0,14.0,961.0,676.0,0.8125,32.0
Belgium,25.0,5.0,1,Devops/Cloud,2.0,1,25.0,Other,3.0,0.0,,11.150663514162712,0,4.0,1.0,7.0,625.0,625.0,0.9615384615384616,12.0
United Kingdom of Great Britain and Northern Ireland,8.0,5.0,1,Other,1.0,1,3.0,Software Development,0.0,0.0,10.0,10.697542851527611,0,7.0,1.0,8.0,64.0,9.0,0.3333333333333333,16.0
Canada,18.0,5.0,1,Management,1.0,2,15.0,Fintech,2.0,1.0,10.0,11.785438060489534,0,6.0,5.0,13.0,324.0,225.0,0.7894736842105263,24.0
Brazil,23.0,,1,Other,5.0,1,21.0,Higher Education,2.0,1.0,10.0,10.21489835856197,0,7.0,,,529.0,441.0,0.875,0.0
Switzerland,20.0,,1,Other,2.0,1,25.0,Banking/Financial Services,3.0,0.0,10.0,12.133448187809172,0,5.0,2.0,,400.0,625.0,1.1904761904761905,0.0
France,41.0,,1,Management,,2,51.0,Software Development,5.0,1.0,2.0,11.063649525214753,0,7.0,4.0,,1681.0,2601.0,1.2142857142857142,0.0
Other,9.0,5.0,1,Back-end,1.0,2,5.0,Software Development,1.0,0.0,5.0,10.183956170469607,1,7.0,6.0,9.0,81.0,25.0,0.5,22.0
Italy,15.0,5.0,1,Data/ML,1.0,1,10.0,Software Development,2.0,1.0,6.0,10.611671117922187,0,5.0,3.0,6.0,225.0,100.0,0.625,14.0
Germany,20.0,5.0,1,Back-end,,1,15.0,Other,2.0,,10.0,11.438341995170033,1,5.0,2.0,7.0,400.0,225.0,0.7142857142857143,14.0
Switzerland,25.0,5.0,1,Full-stack,4.0,1,20.0,Software Development,2.0,0.0,8.0,12.028087672151345,0,10.0,6.0,10.0,625.0,400.0,0.7692307692307693,26.0
Netherlands,44.0,,1,Full-stack,5.0,1,30.0,Other,4.0,0.0,15.0,11.843803511820838,0,5.0,2.0,8.0,1936.0,900.0,0.6666666666666666,15.0
United States of America,7.0,5.0,1,Other,3.0,2,4.0,Software Development,4.0,0.0,6.0,11.0186455364637,0,2.0,,,49.0,16.0,0.5,0.0
Netherlands,16.0,,1,Mobile,1.0,2,16.0,Software Development,2.0,0.0,3.0,10.745205588904774,1,3.0,,,256.0,256.0,0.9411764705882353,0.0
Switzerland,6.0,5.0,1,Devops/Cloud,2.0,1,3.0,Other,1.0,0.0,5.0,11.776780924745445,1,7.0,3.0,8.0,36.0,9.0,0.42857142857142855,18.0
United States of America,28.0,,1,Back-end,,2,27.0,Other,3.0,0.0,6.0,11.695255355062795,0,1.0,1.0,,784.0,729.0,0.9310344827586207,0.0
United States of America,25.0,,1,Devops/Cloud,2.0,2,17.0,Manufacturing,2.0,0.0,20.0,12.206077645517674,1,8.0,4.0,19.0,625.0,289.0,0.6538461538461539,31.0
Norway,5.0,5.0,1,Full-stack,1.0,0,3.0,Software Development,2.0,0.0,4.0,11.213454171943471,0,1.0,1.0,3.0,25.0,9.0,0.5,5.0
Germany,25.0,,1,Full-stack,2.0,1,15.0,Fintech,2.0,0.0,15.0,11.556119045056985,1,7.0,2.0,8.0,625.0,225.0,0.5769230769230769,17.0
Italy,20.0,,1,Devops/Cloud,,2,20.0,Software Development,2.0,0.0,12.0,11.133858830716594,0,,,8.0,400.0,400.0,0.9523809523809523,0.0
United Kingdom of Great Britain and Northern Ireland,18.0,,1,Other,,1,13.0,Banking/Financial Services,2.0,0.0,6.0,11.598313858968517,0,5.0,3.0,,324.0,169.0,0.6842105263157895,0.0
Finland,17.0,,1,Other,4.0,1,13.0,Software Development,1.0,0.0,16.0,11.116766916182364,1,8.0,,3.0,289.0,169.0,0.7222222222222222,0.0
Romania,10.0,,1,Other,,1,25.0,Government,3.0,0.0,5.0,11.661483391611373,0,1.0,,,100.0,625.0,2.272727272727273,0.0
Germany,25.0,,1,Full-stack,2.0,2,24.0,Retail and Consumer Services,4.0,0.0,6.0,10.50632702006454,0,4.0,2.0,,625.0,576.0,0.9230769230769231,0.0
Other,4.0,,1,Front-end,,1,3.0,Software Development,1.0,,1.0,12.611541086966115,1,7.0,4.0,6.0,16.0,9.0,0.6,17.0
United States of America,20.0,,1,Full-stack,2.0,2,16.0,Software Development,3.0,0.0,6.0,11.87757552297847,0,5.0,3.0,6.0,400.0,256.0,0.7619047619047619,14.0
Brazil,10.0,,1,Other,,1,6.0,Other,2.0,,,10.39720770839918,0,4.0,,,100.0,36.0,0.5454545454545454,0.0
Canada,22.0,5.0,1,Full-stack,4.0,2,20.0,"Internet, Telecomm or Information Services",3.0,0.0,12.0,11.246443735365446,0,5.0,4.0,3.0,484.0,400.0,0.8695652173913043,12.0
Germany,15.0,,1,Back-end,3.0,1,2.0,Software Development,1.0,0.0,,11.045302998504885,0,6.0,4.0,3.0,225.0,4.0,0.125,13.0
United Kingdom of Great Britain and Northern Ireland,12.0,5.0,1,Full-stack,3.0,2,10.0,Software Development,1.0,0.0,,12.143537449729068,0,7.0,4.0,12.0,144.0,100.0,0.7692307692307693,23.0
Norway,22.0,5.0,1,Full-stack,2.0,1,18.0,Software Development,2.0,0.0,15.0,11.44984721045752,0,6.0,5.0,10.0,484.0,324.0,0.782608695652174,21.0
Other,20.0,,1,Embedded/Hardware,,1,14.0,Other:,2.0,,14.0,10.166851317336702,1,5.0,,3.0,400.0,196.0,0.6666666666666666,0.0
United States of America,14.0,,1,Front-end,,1,14.0,Other,4.0,,10.0,12.100717685412471,0,6.0,1.0,,196.0,196.0,0.9333333333333333,0.0
Other,16.0,5.0,1,Other,,2,13.0,Software Development,2.0,1.0,15.0,11.143150807503437,0,5.0,3.0,,256.0,169.0,0.7647058823529411,0.0
Sweden,14.0,,1,Back-end,2.0,1,11.0,Software Development,1.0,0.0,,11.039154749155248,0,,,,196.0,121.0,0.7333333333333333,0.0
United States of America,3.0,,1,Other,,1,4.0,Other,1.0,,10.0,11.695255355062795,0,6.0,2.0,,9.0,16.0,1.0,0.0
Belgium,40.0,,1,Other,5.0,1,27.0,Software Development,3.0,1.0,15.0,11.843803511820838,0,4.0,,,1600.0,729.0,0.6585365853658537,0.0
United Kingdom of Great Britain and Northern Ireland,20.0,5.0,1,Management,1.0,1,27.0,Other,3.0,,9.0,12.066942753369188,0,8.0,3.0,5.0,400.0,729.0,1.2857142857142858,16.0
United Kingdom of Great Britain and Northern Ireland,19.0,5.0,1,Other,6.0,2,12.0,Software Development,1.0,0.0,5.0,11.801257326263507,1,12.0,4.0,8.0,361.0,144.0,0.6,24.0
Canada,21.0,5.0,1, Data/ML,3.0,1,12.0,Banking/Financial Services,1.0,0.0,5.0,12.113940909118687,0,7.0,7.0,12.0,441.0,144.0,0.5454545454545454,26.0
Australia,30.0,5.0,1,Back-end,2.0,1,25.0,"Internet, Telecomm or Information Services",3.0,0.0,30.0,12.260944280015474,1,6.0,1.0,10.0,900.0,625.0,0.8064516129032258,17.0
Switzerland,16.0,5.0,1,Other,,1,17.0,Fintech,2.0,0.0,5.0,11.910304636494963,0,7.0,4.0,4.0,256.0,289.0,1.0,15.0
Portugal,14.0,5.0,1,Front-end,,1,9.0,Software Development,2.0,,,11.304805984955106,0,3.0,2.0,10.0,196.0,81.0,0.6,15.0
Canada,37.0,,1,Full-stack,2.0,2,25.0,Other:,3.0,0.0,25.0,10.974523073434003,1,8.0,3.0,6.0,1369.0,625.0,0.6578947368421053,17.0
France,20.0,,1,Other,2.0,1,16.0,Fintech,2.0,0.0,25.0,11.183448702861401,0,3.0,1.0,4.0,400.0,256.0,0.7619047619047619,8.0
Other,15.0,,1,Back-end,2.0,2,10.0,Software Development,1.0,0.0,3.0,11.373801319159593,0,6.0,5.0,12.0,225.0,100.0,0.625,23.0
Other,16.0,,1,Devops/Cloud,3.0,2,12.0,Fintech,1.0,0.0,10.0,11.091864369237507,1,7.0,7.0,13.0,256.0,144.0,0.7058823529411765,27.0
Germany,35.0,,1,Embedded/Hardware,2.0,1,35.0,Software Development,4.0,0.0,3.0,11.661483391611373,0,6.0,2.0,4.0,1225.0,1225.0,0.9722222222222222,12.0
Germany,18.0,5.0,1,Devops/Cloud,5.0,1,15.0,Fintech,2.0,0.0,7.0,11.544947250992966,0,4.0,4.0,10.0,324.0,225.0,0.7894736842105263,18.0
United States of America,27.0,,1,Full-stack,4.0,2,27.0,Manufacturing,3.0,0.0,1.0,11.630717389475995,0,5.0,1.0,5.0,729.0,729.0,0.9642857142857143,11.0
United States of America,12.0,,1,Full-stack,3.0,2,12.0,Manufacturing,1.0,1.0,3.0,11.849404844423074,0,8.0,3.0,8.0,144.0,144.0,0.9230769230769231,19.0
Germany,12.0,,1,Devops/Cloud,2.0,2,15.0,Software Development,1.0,0.0,15.0,11.961584153165148,1,4.0,2.0,7.0,144.0,225.0,1.1538461538461537,13.0
United Kingdom of Great Britain and Northern Ireland,9.0,,1,Data/ML,,1,2.0,Government,1.0,0.0,6.0,10.953959465876302,0,1.0,,1.0,81.0,4.0,0.2,0.0
United Kingdom of Great Britain and Northern Ireland,18.0,5.0,1,Full-stack,2.0,1,15.0,Other,2.0,1.0,,11.310637907535396,0,5.0,1.0,3.0,324.0,225.0,0.7894736842105263,9.0
Poland,5.0,,1,Full-stack,3.0,0,1.0,Software Development,0.0,0.0,4.0,10.234121350021288,1,10.0,3.0,6.0,25.0,1.0,0.16666666666666666,19.0
Germany,7.0,5.0,1,Full-stack,3.0,1,7.0,Retail and Consumer Services,2.0,0.0,7.0,11.150663514162712,0,3.0,1.0,,49.0,49.0,0.875,0.0
Czech Republic,12.0,5.0,1,Back-end,1.0,1,8.0,Higher Education,1.0,0.0,4.0,10.612212763059391,0,4.0,2.0,,144.0,64.0,0.6153846153846154,0.0
Other,12.0,5.0,1,Full-stack,3.0,0,9.0,Other,1.0,0.0,6.0,10.249591823249144,1,9.0,6.0,5.0,144.0,81.0,0.6923076923076923,20.0
United States of America,26.0,5.0,1,Full-stack,5.0,2,35.0,Software Development,4.0,0.0,10.0,11.982935344196433,0,6.0,1.0,5.0,676.0,1225.0,1.2962962962962963,12.0
Brazil,16.0,5.0,1,Full-stack,3.0,1,12.0,Manufacturing,1.0,0.0,10.0,9.76864100976636,0,6.0,6.0,7.0,256.0,144.0,0.7058823529411765,19.0
United Kingdom of Great Britain and Northern Ireland,8.0,,1,Data/ML,2.0,1,28.0,Other:,3.0,0.0,30.0,12.044600227072179,0,2.0,,,64.0,784.0,3.111111111111111,0.0
